subject_hash,condition,y,kappa,kappa_null_mean,p_value,reject_at_0p05
0b918943df0962bc,Pleasant,2,0.23028952363999783,0.16498774639624908,0.14537092581483704,False
3d914f9348c9cc0f,Negative,0,0.2158008126254743,0.1592439277291055,0.1923615276944611,False
3d914f9348c9cc0f,Neutral,1,0.34071792434865583,0.1623754823501851,0.011197760447910418,True
3d914f9348c9cc0f,Pleasant,2,0.32596671743150113,0.16176147312004355,0.021395720855828835,True
73475cb40a568e8d,Negative,0,0.17804504259444784,0.16416972442315245,0.3635272945410918,False
73475cb40a568e8d,Neutral,1,0.3164543657963185,0.1663496614394975,0.010397920415916816,True
73475cb40a568e8d,Pleasant,2,0.2832483794580407,0.16199877073698685,0.04059188162367527,True
44cb730c420480a0,Negative,0,0.14813463747109742,0.1646625150964381,0.5666866626674665,False
44cb730c420480a0,Neutral,1,0.12205153024194387,0.16049384161497088,0.6876624675064987,False
44cb730c420480a0,Pleasant,2,0.11970464917199573,0.16186118335760258,0.705258948210358,False
71ee45a3c0db9a98,Negative,0,0.13053191765801453,0.1645633369238308,0.6648670265946811,False
71ee45a3c0db9a98,Neutral,1,0.09074114367684984,0.1571166527919086,0.8240351929614077,False
71ee45a3c0db9a98,Pleasant,2,0.21834981919943003,0.16276575751568784,0.17176564687062587,False
811786ad1ae74adf,Negative,0,0.10485048365949555,0.16499408835091645,0.8650269946010798,False
811786ad1ae74adf,Neutral,1,0.09025264715813842,0.16372429990654408,0.9302139572085583,False
811786ad1ae74adf,Pleasant,2,0.24333925433793188,0.16228475189812622,0.10957808438312337,False
25fc0e7096fc6537,Negative,0,0.09742394691906504,0.1662201874043963,0.9250149970005999,False
25fc0e7096fc6537,Neutral,1,0.4931218351643207,0.16229490643392197,0.0001999600079984003,True
25fc0e7096fc6537,Pleasant,2,0.36827688312716145,0.16387039901409484,0.005598880223955209,True
31489056e0916d59,Negative,0,0.3518173848314034,0.1625982646841787,0.009398120375924815,True
31489056e0916d59,Neutral,1,0.2653505267583573,0.16690397941135104,0.041391721655668866,True
31489056e0916d59,Pleasant,2,0.27756986427616726,0.1600863386689488,0.05638872225554889,False
98010bd9270f9b10,Negative,0,0.09503162266469614,0.16538015491285762,0.9312137572485503,False
98010bd9270f9b10,Neutral,1,0.16148225109451364,0.1614388056066585,0.4389122175564887,False
