policy,epsilon,episode,success,steps,final_entropy,brier
pragmatic_only,0.1,44,1,3,0.1077,0.0008
pragmatic_only,0.1,45,0,15,0.5524,1.1517
pragmatic_only,0.1,46,1,1,0.414,0.0172
pragmatic_only,0.1,47,1,12,0.0653,0.0003
pragmatic_only,0.1,48,1,10,0.4939,0.0763
pragmatic_only,0.1,49,0,15,0.1649,1.9251
pragmatic_only,0.1,50,1,12,0.2613,0.0106
pragmatic_only,0.1,51,1,1,0.0164,0.0
pragmatic_only,0.1,52,1,4,0.1185,0.0013
pragmatic_only,0.1,53,1,8,0.0925,0.0007
pragmatic_only,0.1,54,0,15,0.0001,2.0
pragmatic_only,0.1,55,1,1,0.1102,0.0007
pragmatic_only,0.1,56,1,1,0.063,0.0002
pragmatic_only,0.1,57,1,3,0.398,0.0369
pragmatic_only,0.1,58,0,15,0.0,2.0
pragmatic_only,0.1,59,1,3,0.1063,0.0005
pragmatic_only,0.1,60,1,4,0.5404,0.0364
pragmatic_only,0.1,61,1,3,0.4934,0.076
pragmatic_only,0.1,62,0,15,0.0091,1.9953
pragmatic_only,0.1,63,1,1,0.1492,0.0012
pragmatic_only,0.1,64,1,3,0.079,0.0004
pragmatic_only,0.1,65,1,1,0.1766,0.0024
pragmatic_only,0.1,66,1,6,0.0522,0.0002
pragmatic_only,0.1,67,1,3,0.495,0.0463
pragmatic_only,0.1,68,1,1,0.0699,0.0002
pragmatic_only,0.1,69,0,15,0.006,1.9971
pragmatic_only,0.1,70,1,1,0.0035,0.0
pragmatic_only,0.1,71,1,1,0.2413,0.0068
pragmatic_only,0.1,72,1,7,0.0022,0.0
pragmatic_only,0.1,73,1,8,0.4257,0.046
pragmatic_only,0.1,74,1,1,0.4873,0.0338
pragmatic_only,0.1,75,1,2,0.1294,0.0016
pragmatic_only,0.1,76,1,3,0.0891,0.0004
pragmatic_only,0.1,77,1,1,0.5498,0.0399
pragmatic_only,0.1,78,1,1,0.4892,0.0556
pragmatic_only,0.1,79,1,7,0.2909,0.0142
pragmatic_only,0.1,80,1,2,0.3487,0.0241
pragmatic_only,0.1,81,1,9,0.1959,0.0048
pragmatic_only,0.1,82,1,2,0.0269,0.0
pragmatic_only,0.1,83,1,2,0.2667,0.0068
pragmatic_only,0.1,84,0,15,0.0,2.0
pragmatic_only,0.1,85,1,3,0.0459,0.0001
pragmatic_only,0.1,86,1,1,0.3226,0.0098
pragmatic_only,0.1,87,0,15,0.1376,1.8786
pragmatic_only,0.1,88,1,3,0.0356,0.0
pragmatic_only,0.1,89,1,2,0.4238,0.0428
pragmatic_only,0.1,90,1,2,0.0223,0.0
pragmatic_only,0.1,91,1,1,0.0699,0.0002
pragmatic_only,0.1,92,0,15,0.0091,1.9977
pragmatic_only,0.1,93,1,1,0.2575,0.0059
pragmatic_only,0.1,94,1,2,0.0021,0.0
pragmatic_only,0.1,95,1,1,0.1078,0.0006
pragmatic_only,0.1,96,1,1,0.1766,0.0024
pragmatic_only,0.1,97,1,9,0.4191,0.0438
pragmatic_only,0.1,98,1,4,0.1138,0.0006
pragmatic_only,0.1,99,1,1,0.4017,0.0258
pragmatic_only,0.1,100,0,15,0.0002,1.9999
pragmatic_only,0.1,101,1,1,0.3184,0.0089
pragmatic_only,0.1,102,1,3,0.1335,0.0009
pragmatic_only,0.1,103,1,2,0.3126,0.0154
pragmatic_only,0.1,104,0,15,0.3627,1.5562
pragmatic_only,0.1,105,1,2,0.0925,0.0005
pragmatic_only,0.1,106,1,2,0.1501,0.0021
pragmatic_only,0.1,107,1,1,0.0937,0.0005
pragmatic_only,0.1,108,1,1,0.1893,0.0027
pragmatic_only,0.1,109,1,1,0.2575,0.0059
pragmatic_only,0.1,110,1,1,0.3373,0.0132
pragmatic_only,0.1,111,1,1,0.1917,0.0027
pragmatic_only,0.1,112,1,1,0.3403,0.0164
pragmatic_only,0.1,113,1,1,0.0615,0.0001
pragmatic_only,0.1,114,1,1,0.3226,0.0098
pragmatic_only,0.1,115,1,1,0.4141,0.0184
pragmatic_only,0.1,116,1,4,0.2959,0.0148
pragmatic_only,0.1,117,1,3,0.0372,0.0001
pragmatic_only,0.1,118,1,4,0.0701,0.0002
pragmatic_only,0.1,119,1,5,0.103,0.0009
pragmatic_only,0.1,120,1,1,0.1929,0.0042
pragmatic_only,0.1,121,1,2,0.0061,0.0
pragmatic_only,0.1,122,1,1,0.4771,0.0267
pragmatic_only,0.1,123,1,1,0.543,0.0537
pragmatic_only,0.1,124,1,3,0.0264,0.0
pragmatic_only,0.1,125,1,8,0.1872,0.0043
pragmatic_only,0.1,126,1,2,0.4604,0.0271
pragmatic_only,0.1,127,0,15,0.0168,1.9948
pragmatic_only,0.1,128,0,15,0.0,2.0
pragmatic_only,0.1,129,1,1,0.0309,0.0
pragmatic_only,0.1,130,1,1,0.2753,0.0058
pragmatic_only,0.1,131,1,4,0.0787,0.0005
pragmatic_only,0.1,132,1,2,0.2642,0.008
pragmatic_only,0.1,133,1,2,0.2471,0.0091
pragmatic_only,0.1,134,1,4,0.2058,0.0054
pragmatic_only,0.1,135,1,1,0.0321,0.0
pragmatic_only,0.1,136,1,3,0.4879,0.0663
pragmatic_only,0.1,137,1,1,0.395,0.034
pragmatic_only,0.1,138,1,3,0.0045,0.0
pragmatic_only,0.1,139,0,15,0.0003,1.9999
pragmatic_only,0.1,140,1,2,0.1494,0.002
pragmatic_only,0.1,141,1,4,0.1369,0.0019
pragmatic_only,0.1,142,1,13,0.1668,0.0031
pragmatic_only,0.1,143,1,1,0.0145,0.0
pragmatic_only,0.1,144,1,1,0.4119,0.0317
pragmatic_only,0.1,145,1,3,0.0923,0.0005
pragmatic_only,0.1,146,1,6,0.0597,0.0002
pragmatic_only,0.1,147,0,15,0.0086,1.9978
pragmatic_only,0.1,148,1,11,0.351,0.0252
pragmatic_only,0.1,149,0,15,0.004,1.9982
pragmatic_only,0.1,150,1,2,0.0858,0.0005
pragmatic_only,0.1,151,1,1,0.5162,0.048
pragmatic_only,0.1,152,1,11,0.4545,0.0572
pragmatic_only,0.1,153,1,2,0.3185,0.0085
pragmatic_only,0.1,154,1,6,0.0311,0.0
pragmatic_only,0.1,155,1,6,0.4461,0.0537
pragmatic_only,0.1,156,1,1,0.1665,0.0019
pragmatic_only,0.1,157,1,4,0.0103,0.0
pragmatic_only,0.1,158,1,3,0.0064,0.0
pragmatic_only,0.1,159,0,15,0.151,1.9272
pragmatic_only,0.1,160,1,1,0.2898,0.0071
pragmatic_only,0.1,161,1,1,0.0121,0.0
pragmatic_only,0.1,162,1,1,0.2894,0.0087
pragmatic_only,0.1,163,1,1,0.209,0.0028
pragmatic_only,0.1,164,1,2,0.02,0.0
pragmatic_only,0.1,165,1,4,0.2502,0.0089
pragmatic_only,0.1,166,0,15,0.0347,1.979
pragmatic_only,0.1,167,1,3,0.2739,0.0088
pragmatic_only,0.1,168,1,2,0.1385,0.0014
pragmatic_only,0.1,169,1,6,0.0564,0.0002
pragmatic_only,0.1,170,1,1,0.0394,0.0001
pragmatic_only,0.1,171,1,3,0.2835,0.0101
pragmatic_only,0.1,172,1,1,0.0145,0.0
pragmatic_only,0.1,173,1,10,0.2135,0.0057
pragmatic_only,0.1,174,1,4,0.0387,0.0001
pragmatic_only,0.1,175,1,1,0.0515,0.0001
pragmatic_only,0.1,176,1,4,0.4829,0.0291
pragmatic_only,0.1,177,1,3,0.3114,0.0176
pragmatic_only,0.1,178,1,10,0.046,0.0001
pragmatic_only,0.1,179,0,15,0.0219,1.9935
pragmatic_only,0.1,180,1,3,0.4702,0.0599
pragmatic_only,0.1,181,1,1,0.2877,0.007
pragmatic_only,0.1,182,1,6,0.4079,0.0202
pragmatic_only,0.1,183,1,1,0.3847,0.0195
pragmatic_only,0.1,184,1,2,0.0002,0.0
pragmatic_only,0.1,185,1,6,0.3007,0.0148
pragmatic_only,0.1,186,0,15,0.7569,0.2433
pragmatic_only,0.1,187,1,2,0.1098,0.0011
pragmatic_only,0.1,188,1,10,0.5599,0.0704
pragmatic_only,0.1,189,1,11,0.2345,0.0038
pragmatic_only,0.1,190,1,2,0.5482,0.0728
pragmatic_only,0.1,191,1,4,0.0013,0.0
pragmatic_only,0.1,192,1,2,0.018,0.0
pragmatic_only,0.1,193,1,1,0.0216,0.0
pragmatic_only,0.1,194,1,6,0.1722,0.0022
pragmatic_only,0.1,195,1,7,0.4892,0.0737
pragmatic_only,0.1,196,0,15,0.0912,1.9642
pragmatic_only,0.1,197,1,1,0.3716,0.0175
pragmatic_only,0.1,198,1,1,0.506,0.0353
pragmatic_only,0.1,199,1,14,0.2984,0.0156
pragmatic_only,0.1,200,1,3,0.2034,0.0044
pragmatic_only,0.1,201,1,5,0.0331,0.0
pragmatic_only,0.1,202,1,2,0.1275,0.0015
pragmatic_only,0.1,203,1,4,0.295,0.0151
pragmatic_only,0.1,204,1,4,0.2848,0.0136
pragmatic_only,0.1,205,1,4,0.059,0.0002
pragmatic_only,0.1,206,1,1,0.0967,0.0008
pragmatic_only,0.1,207,0,15,0.011,1.9941
pragmatic_only,0.1,208,1,7,0.4072,0.0399
pragmatic_only,0.1,209,1,2,0.1397,0.0011
pragmatic_only,0.1,210,1,4,0.4231,0.043
pragmatic_only,0.1,211,1,1,0.4154,0.0202
pragmatic_only,0.1,212,1,1,0.4687,0.0459
pragmatic_only,0.1,213,1,7,0.375,0.0172
pragmatic_only,0.1,214,1,10,0.0138,0.0
pragmatic_only,0.1,215,1,2,0.2217,0.0065
pragmatic_only,0.1,216,0,15,0.0203,1.9881
pragmatic_only,0.1,217,0,15,0.3314,1.6096
pragmatic_only,0.1,218,1,3,0.3158,0.0089
pragmatic_only,0.1,219,1,7,0.0479,0.0001
pragmatic_only,0.1,220,1,4,0.4883,0.0733
pragmatic_only,0.1,221,1,13,0.0239,0.0
pragmatic_only,0.1,222,1,8,0.0605,0.0002
pragmatic_only,0.1,223,1,1,0.088,0.0004
pragmatic_only,0.1,224,1,1,0.0216,0.0
pragmatic_only,0.1,225,1,8,0.2866,0.0136
pragmatic_only,0.1,226,1,1,0.1955,0.0029
pragmatic_only,0.1,227,1,1,0.5304,0.0363
pragmatic_only,0.1,228,1,7,0.0245,0.0
pragmatic_only,0.1,229,1,1,0.2064,0.0052
pragmatic_only,0.1,230,1,6,0.1222,0.0014
pragmatic_only,0.1,231,1,1,0.2877,0.007
pragmatic_only,0.1,232,1,1,0.2988,0.0098
pragmatic_only,0.1,233,1,3,0.0117,0.0
pragmatic_only,0.1,234,1,1,0.2345,0.0063
pragmatic_only,0.1,235,1,3,0.3773,0.0313
pragmatic_only,0.1,236,1,9,0.025,0.0
pragmatic_only,0.1,237,1,6,0.3205,0.0191
pragmatic_only,0.1,238,1,2,0.3949,0.0355
pragmatic_only,0.1,239,1,1,0.2784,0.0115
pragmatic_only,0.1,240,1,2,0.0572,0.0001
pragmatic_only,0.1,241,1,2,0.3773,0.0305
pragmatic_only,0.1,242,1,1,0.237,0.0048
pragmatic_only,0.1,243,1,3,0.341,0.0231
pragmatic_only,0.1,244,1,1,0.2443,0.0068
pragmatic_only,0.1,245,0,15,0.3757,1.5352
pragmatic_only,0.1,246,1,1,0.5261,0.039
pragmatic_only,0.1,247,1,1,0.5261,0.039
pragmatic_only,0.1,248,1,1,0.4161,0.0352
pragmatic_only,0.1,249,1,3,0.2951,0.0144
pragmatic_only,0.1,250,1,8,0.2075,0.0032
pragmatic_only,0.1,251,1,1,0.431,0.0201
pragmatic_only,0.1,252,1,1,0.6357,0.0599
pragmatic_only,0.1,253,1,2,0.2409,0.0079
pragmatic_only,0.1,254,1,14,0.1902,0.0044
pragmatic_only,0.1,255,1,4,0.0994,0.0008
pragmatic_only,0.1,256,0,15,0.1562,1.9299
pragmatic_only,0.1,257,1,10,0.4778,0.0679
pragmatic_only,0.1,258,1,10,0.3091,0.0159
pragmatic_only,0.1,259,1,1,0.1421,0.0013
pragmatic_only,0.1,260,1,1,0.3186,0.0086
pragmatic_only,0.1,261,1,1,0.3258,0.0124
pragmatic_only,0.1,262,1,1,0.4279,0.0393
pragmatic_only,0.1,263,1,2,0.1563,0.0015
pragmatic_only,0.1,264,1,2,0.0157,0.0
pragmatic_only,0.1,265,0,15,0.0,2.0
pragmatic_only,0.1,266,1,1,0.1921,0.0032
pragmatic_only,0.1,267,1,14,0.0775,0.0004
pragmatic_only,0.1,268,1,1,0.0048,0.0
pragmatic_only,0.1,269,1,4,0.5271,0.0338
pragmatic_only,0.1,270,1,2,0.1796,0.0031
pragmatic_only,0.1,271,1,1,0.2238,0.0066
pragmatic_only,0.1,272,1,2,0.1212,0.0013
pragmatic_only,0.1,273,1,2,0.0307,0.0
pragmatic_only,0.1,274,0,15,0.0,2.0
pragmatic_only,0.1,275,1,1,0.4966,0.038
pragmatic_only,0.1,276,1,1,0.1921,0.0032
pragmatic_only,0.1,277,1,7,0.0908,0.0007
pragmatic_only,0.1,278,1,1,0.0483,0.0001
pragmatic_only,0.1,279,1,1,0.0026,0.0
pragmatic_only,0.1,280,0,15,0.0,2.0
pragmatic_only,0.1,281,1,1,0.4252,0.0303
pragmatic_only,0.1,282,1,7,0.006,0.0
pragmatic_only,0.1,283,1,7,0.0002,0.0
pragmatic_only,0.1,284,1,15,0.2308,0.0043
pragmatic_only,0.1,285,1,3,0.4353,0.0198
pragmatic_only,0.1,286,0,15,0.0909,1.9279
pragmatic_only,0.1,287,0,15,0.0009,1.9998
pragmatic_only,0.1,288,1,1,0.0495,0.0001
pragmatic_only,0.1,289,1,1,0.0483,0.0001
pragmatic_only,0.1,290,1,1,0.2718,0.0056
pragmatic_only,0.1,291,0,15,0.0,2.0
pragmatic_only,0.1,292,0,15,0.0022,1.9995
pragmatic_only,0.1,293,1,2,0.2195,0.0066
pragmatic_only,0.1,294,0,15,0.0,2.0
pragmatic_only,0.1,295,1,2,0.0328,0.0001
pragmatic_only,0.1,296,1,6,0.4566,0.0581
pragmatic_only,0.1,297,1,9,0.2366,0.008
pragmatic_only,0.1,298,1,2,0.0176,0.0
pragmatic_only,0.1,299,1,1,0.2903,0.0136
pragmatic_only,0.1,300,1,2,0.4305,0.0204
pragmatic_only,0.1,301,1,1,0.1651,0.0016
pragmatic_only,0.1,302,1,3,0.1547,0.0016
pragmatic_only,0.1,303,1,1,0.2213,0.0038
pragmatic_only,0.1,304,1,1,0.552,0.04
pragmatic_only,0.1,305,1,1,0.0016,0.0
pragmatic_only,0.1,306,1,1,0.5608,0.0551
pragmatic_only,0.1,307,0,15,0.0023,1.999
pragmatic_only,0.1,308,1,5,0.467,0.0618
pragmatic_only,0.1,309,1,7,0.3348,0.0153
pragmatic_only,0.1,310,1,10,0.0053,0.0
pragmatic_only,0.1,311,1,2,0.0265,0.0
pragmatic_only,0.1,312,1,8,0.1897,0.0028
pragmatic_only,0.1,313,1,1,0.3495,0.0154
pragmatic_only,0.1,314,1,5,0.1731,0.0023
pragmatic_only,0.1,315,1,1,0.3897,0.0175
pragmatic_only,0.1,316,1,6,0.4049,0.0234
pragmatic_only,0.1,317,1,13,0.0404,0.0001
pragmatic_only,0.1,318,1,1,0.468,0.0601
pragmatic_only,0.1,319,1,4,0.0436,0.0001
pragmatic_only,0.1,320,1,1,0.1651,0.0016
pragmatic_only,0.1,321,0,15,0.0049,1.9988
pragmatic_only,0.1,322,0,15,0.1826,1.8258
pragmatic_only,0.1,323,1,2,0.4195,0.032
pragmatic_only,0.1,324,1,3,0.3196,0.019
pragmatic_only,0.1,325,1,6,0.0044,0.0
pragmatic_only,0.1,326,1,3,0.2087,0.0054
pragmatic_only,0.1,327,1,11,0.4394,0.0472
pragmatic_only,0.1,328,1,5,0.2808,0.0131
pragmatic_only,0.1,329,1,2,0.0493,0.0001
pragmatic_only,0.1,330,1,1,0.3315,0.0135
pragmatic_only,0.1,331,0,15,0.2669,1.8609
pragmatic_only,0.1,332,1,3,0.2658,0.0109
pragmatic_only,0.1,333,1,1,0.3315,0.0135
pragmatic_only,0.1,334,1,10,0.269,0.0116
pragmatic_only,0.1,335,0,15,0.0001,2.0
pragmatic_only,0.1,336,1,3,0.02,0.0
pragmatic_only,0.1,337,1,1,0.3393,0.0102
pragmatic_only,0.1,338,0,15,0.0447,1.9848
pragmatic_only,0.1,339,1,4,0.2456,0.0088
pragmatic_only,0.1,340,1,1,0.3315,0.0135
pragmatic_only,0.1,341,1,3,0.3634,0.0274
pragmatic_only,0.1,342,1,1,0.1651,0.0016
pragmatic_only,0.1,343,1,10,0.0638,0.0003
pragmatic_only,0.1,344,1,2,0.3048,0.0161
pragmatic_only,0.1,345,1,1,0.0202,0.0
pragmatic_only,0.1,346,1,1,0.552,0.04
pragmatic_only,0.1,347,1,10,0.0283,0.0
pragmatic_only,0.1,348,0,15,0.4993,1.6809
pragmatic_only,0.1,349,0,15,0.0105,1.9945
pragmatic_only,0.1,350,1,1,0.4622,0.0505
pragmatic_only,0.1,351,1,2,0.4782,0.058
pragmatic_only,0.1,352,1,4,0.0942,0.0006
pragmatic_only,0.1,353,1,1,0.0061,0.0
pragmatic_only,0.1,354,1,4,0.0366,0.0001
pragmatic_only,0.1,355,1,1,0.2696,0.0075
pragmatic_only,0.1,356,0,15,0.0,2.0
pragmatic_only,0.1,357,1,1,0.468,0.0601
pragmatic_only,0.1,358,0,15,0.6844,0.6436
pragmatic_only,0.1,359,1,10,0.0818,0.0005
pragmatic_only,0.1,360,1,5,0.0525,0.0002
pragmatic_only,0.1,361,1,1,0.0461,0.0001
pragmatic_only,0.1,362,1,1,0.3204,0.0087
pragmatic_only,0.1,363,1,1,0.2558,0.0086
pragmatic_only,0.1,364,0,15,0.0661,1.9526
pragmatic_only,0.1,365,1,2,0.0728,0.0002
pragmatic_only,0.1,366,1,7,0.2521,0.0072
pragmatic_only,0.1,367,0,15,0.0206,1.9879
pragmatic_only,0.1,368,1,3,0.1221,0.0008
pragmatic_only,0.1,369,1,9,0.3153,0.0183
pragmatic_only,0.1,370,0,15,0.0016,1.9993
pragmatic_only,0.1,371,1,5,0.3868,0.0151
pragmatic_only,0.1,372,1,1,0.2025,0.0033
pragmatic_only,0.1,373,1,2,0.1669,0.0023
pragmatic_only,0.1,374,1,2,0.4644,0.0553
pragmatic_only,0.1,375,0,15,0.0002,1.9999
pragmatic_only,0.1,376,1,2,0.2547,0.0094
pragmatic_only,0.1,377,1,3,0.1688,0.0028
pragmatic_only,0.1,378,1,1,0.5526,0.0652
pragmatic_only,0.1,379,1,1,0.1157,0.0008
pragmatic_only,0.1,380,1,11,0.0152,0.0
pragmatic_only,0.1,381,1,11,0.4881,0.0732
pragmatic_only,0.1,382,1,7,0.5722,0.0496
pragmatic_only,0.1,383,1,4,0.3886,0.0344
pragmatic_only,0.1,384,1,9,0.2723,0.012
pragmatic_only,0.1,385,1,4,0.1984,0.0049
pragmatic_only,0.1,386,1,4,0.3377,0.0205
pragmatic_only,0.1,387,1,4,0.1153,0.0012
pragmatic_only,0.1,388,1,9,0.4019,0.038
pragmatic_only,0.1,389,1,3,0.1457,0.0016
pragmatic_only,0.1,390,1,3,0.0152,0.0
pragmatic_only,0.1,391,1,1,0.1343,0.0009
pragmatic_only,0.1,392,1,3,0.1854,0.0028
pragmatic_only,0.1,393,0,15,0.0,2.0
pragmatic_only,0.1,394,1,1,0.1343,0.0009
pragmatic_only,0.1,395,1,5,0.0569,0.0002
pragmatic_only,0.1,396,1,2,0.1436,0.0019
pragmatic_only,0.1,397,0,15,0.0471,1.974
pragmatic_only,0.1,398,1,8,0.501,0.0787
pragmatic_only,0.1,399,1,4,0.1645,0.003
pragmatic_only,0.1,400,1,3,0.3405,0.0156
pragmatic_only,0.1,401,1,4,0.2475,0.0072
pragmatic_only,0.1,402,1,3,0.1104,0.0008
pragmatic_only,0.1,403,1,2,0.125,0.0009
pragmatic_only,0.1,404,1,1,0.5064,0.0311
pragmatic_only,0.1,405,1,3,0.1675,0.0021
pragmatic_only,0.1,406,1,15,0.1583,0.0014
pragmatic_only,0.1,407,1,15,0.3929,0.0339
pragmatic_only,0.1,408,1,9,0.1579,0.0027
pragmatic_only,0.1,409,1,1,0.3001,0.0083
pragmatic_only,0.1,410,1,11,0.0987,0.0008
pragmatic_only,0.1,411,1,2,0.3641,0.0277
pragmatic_only,0.1,412,1,11,0.0137,0.0
pragmatic_only,0.1,413,1,2,0.0802,0.0003
pragmatic_only,0.1,414,1,1,0.2767,0.0072
pragmatic_only,0.1,415,1,3,0.0927,0.0004
pragmatic_only,0.1,416,1,5,0.0278,0.0
pragmatic_only,0.1,417,1,1,0.2664,0.0081
pragmatic_only,0.1,418,0,15,0.0,2.0
pragmatic_only,0.1,419,1,7,0.0079,0.0
pragmatic_only,0.1,420,0,15,0.0003,1.9999
pragmatic_only,0.1,421,1,3,0.3965,0.0366
pragmatic_only,0.1,422,1,3,0.5402,0.0406
pragmatic_only,0.1,423,1,2,0.5283,0.0357
pragmatic_only,0.1,424,1,1,0.048,0.0001
pragmatic_only,0.1,425,0,15,0.0002,1.9999
pragmatic_only,0.1,426,1,1,0.5423,0.0686
pragmatic_only,0.1,427,1,2,0.5886,0.0692
pragmatic_only,0.1,428,0,15,0.0,2.0
pragmatic_only,0.1,429,1,1,0.0161,0.0
pragmatic_only,0.1,430,1,1,0.5423,0.0686
pragmatic_only,0.1,431,0,15,0.0,2.0
pragmatic_only,0.1,432,0,15,0.0026,1.9989
pragmatic_only,0.1,433,1,2,0.2989,0.0073
pragmatic_only,0.1,434,0,15,0.0,2.0
pragmatic_only,0.1,435,1,12,0.4022,0.0338
pragmatic_only,0.1,436,1,1,0.1555,0.0015
pragmatic_only,0.1,437,0,15,0.0,2.0
pragmatic_only,0.1,438,0,15,0.0284,1.9823
pragmatic_only,0.1,439,1,1,0.1728,0.0033
pragmatic_only,0.1,440,1,8,0.122,0.0014
pragmatic_only,0.1,441,1,2,0.0567,0.0002
pragmatic_only,0.1,442,1,1,0.1728,0.0033
pragmatic_only,0.1,443,1,1,0.3201,0.0133
pragmatic_only,0.1,444,1,1,0.5176,0.0677
pragmatic_only,0.1,445,1,4,0.5096,0.0749
pragmatic_only,0.1,446,0,15,0.0032,1.9988
pragmatic_only,0.1,447,1,1,0.377,0.0292
pragmatic_only,0.1,448,0,15,0.0305,1.9808
pragmatic_only,0.1,449,1,1,0.0238,0.0
pragmatic_only,0.1,450,1,4,0.0884,0.0004
pragmatic_only,0.1,451,1,1,0.2432,0.0042
pragmatic_only,0.1,452,1,5,0.3276,0.0205
pragmatic_only,0.1,453,0,15,0.036,1.9878
pragmatic_only,0.1,454,0,15,0.0001,2.0
pragmatic_only,0.1,455,1,7,0.3193,0.0178
pragmatic_only,0.1,456,1,1,0.5027,0.0682
pragmatic_only,0.1,457,1,7,0.0014,0.0
pragmatic_only,0.1,458,1,1,0.1728,0.0033
pragmatic_only,0.1,459,1,1,0.0186,0.0
pragmatic_only,0.1,460,1,1,0.2432,0.0042
pragmatic_only,0.1,461,1,1,0.5176,0.0677
pragmatic_only,0.1,462,1,1,0.1712,0.0031
pragmatic_only,0.1,463,1,1,0.1853,0.0024
pragmatic_only,0.1,464,0,15,0.7434,0.3096
pragmatic_only,0.1,465,1,2,0.2633,0.0108
pragmatic_only,0.1,466,1,1,0.5378,0.0392
pragmatic_only,0.1,467,1,4,0.5171,0.056
pragmatic_only,0.1,468,1,5,0.4496,0.0274
pragmatic_only,0.1,469,0,15,0.0,2.0
pragmatic_only,0.1,470,1,1,0.048,0.0001
pragmatic_only,0.1,471,1,1,0.4615,0.0255
pragmatic_only,0.1,472,1,1,0.0742,0.0004
pragmatic_only,0.1,473,0,15,0.001,1.9996
pragmatic_only,0.1,474,0,15,0.0,2.0
pragmatic_only,0.1,475,1,6,0.4725,0.0653
pragmatic_only,0.1,476,1,3,0.5314,0.0375
pragmatic_only,0.1,477,1,1,0.2005,0.0034
pragmatic_only,0.1,478,0,15,0.0065,1.9968
pragmatic_only,0.1,479,0,15,0.0945,1.9625
pragmatic_only,0.1,480,1,1,0.4234,0.0236
pragmatic_only,0.1,481,0,15,0.0026,1.9989
pragmatic_only,0.1,482,1,1,0.3522,0.0119
pragmatic_only,0.1,483,1,2,0.5333,0.0402
pragmatic_only,0.1,484,1,5,0.1366,0.0019
pragmatic_only,0.1,485,1,4,0.0085,0.0
pragmatic_only,0.1,486,1,2,0.1626,0.0018
pragmatic_only,0.1,487,1,2,0.5395,0.0451
pragmatic_only,0.1,488,1,2,0.1274,0.0015
pragmatic_only,0.1,489,1,1,0.303,0.0083
pragmatic_only,0.1,490,1,1,0.4079,0.04
pragmatic_only,0.1,491,1,10,0.3782,0.0316
pragmatic_only,0.1,492,1,11,0.2678,0.008
pragmatic_only,0.1,493,1,1,0.5251,0.0694
pragmatic_only,0.1,494,1,8,0.2668,0.0113
pragmatic_only,0.1,495,1,6,0.2601,0.0055
pragmatic_only,0.1,496,1,1,0.0036,0.0
pragmatic_only,0.1,497,1,9,0.0242,0.0
pragmatic_only,0.1,498,0,15,0.0012,1.9995
pragmatic_only,0.1,499,1,2,0.3755,0.0309
pragmatic_only,0.1,500,0,15,0.2806,1.6901
pragmatic_only,0.1,501,1,1,0.5443,0.0493
pragmatic_only,0.1,502,1,1,0.1643,0.0027
pragmatic_only,0.1,503,1,2,0.0643,0.0003
pragmatic_only,0.1,504,1,9,0.2146,0.0056
pragmatic_only,0.1,505,1,3,0.4484,0.0454
pragmatic_only,0.1,506,1,1,0.4597,0.0338
pragmatic_only,0.1,507,1,1,0.0791,0.0004
pragmatic_only,0.1,508,1,2,0.1518,0.0017
pragmatic_only,0.1,509,1,2,0.0237,0.0
pragmatic_only,0.1,510,1,5,0.0266,0.0
pragmatic_only,0.1,511,1,1,0.0249,0.0
pragmatic_only,0.1,512,1,2,0.3932,0.0268
pragmatic_only,0.1,513,1,1,0.0036,0.0
pragmatic_only,0.1,514,1,10,0.4319,0.0483
pragmatic_only,0.1,515,1,2,0.3854,0.0197
pragmatic_only,0.1,516,1,12,0.3329,0.0215
pragmatic_only,0.1,517,1,1,0.0036,0.0
pragmatic_only,0.1,518,1,13,0.0168,0.0
pragmatic_only,0.1,519,1,1,0.2596,0.0096
pragmatic_only,0.1,520,1,6,0.2218,0.0068
pragmatic_only,0.1,521,1,4,0.2774,0.0125
pragmatic_only,0.1,522,1,10,0.0086,0.0
pragmatic_only,0.1,523,1,1,0.3934,0.0219
pragmatic_only,0.1,524,1,3,0.0211,0.0
pragmatic_only,0.1,525,1,3,0.0054,0.0
pragmatic_only,0.1,526,0,15,0.0,2.0
pragmatic_only,0.1,527,1,2,0.0897,0.0006
pragmatic_only,0.1,528,1,1,0.2548,0.0054
pragmatic_only,0.1,529,1,2,0.0462,0.0001
pragmatic_only,0.1,530,1,2,0.1821,0.0036
pragmatic_only,0.1,531,1,12,0.5906,0.0511
pragmatic_only,0.1,532,1,8,0.1251,0.0015
pragmatic_only,0.1,533,1,1,0.4007,0.0168
pragmatic_only,0.1,534,1,3,0.4915,0.0748
pragmatic_only,0.1,535,1,8,0.3553,0.0261
pragmatic_only,0.1,536,1,9,0.3694,0.0196
pragmatic_only,0.1,537,1,2,0.1504,0.0015
pragmatic_only,0.1,538,0,15,0.0,2.0
pragmatic_only,0.1,539,1,4,0.3296,0.0199
pragmatic_only,0.1,540,1,7,0.4199,0.044
pragmatic_only,0.1,541,1,3,0.1692,0.0032
pragmatic_only,0.1,542,1,3,0.0278,0.0
pragmatic_only,0.1,543,1,9,0.0977,0.0005
pragmatic_only,0.1,544,1,1,0.0042,0.0
pragmatic_only,0.1,545,1,3,0.2539,0.0098
pragmatic_only,0.1,546,0,15,0.0032,1.9987
pragmatic_only,0.1,547,1,1,0.0117,0.0
pragmatic_only,0.1,548,1,1,0.4684,0.0322
